ts,agent_id,x,y,z,v
279656,0,192.36241149902344,-86.26268005371094,0.5760391354560852,0.0
279657,0,192.36241149902344,-86.26268005371094,0.5347328782081604,0.0
279658,0,192.36241149902344,-86.26268005371094,0.4873131513595581,0.0
279659,0,192.36241149902344,-86.26268005371094,0.43378135561943054,0.0
279660,0,192.36241149902344,-86.26268005371094,0.37413910031318665,0.0
279661,0,192.36241149902344,-86.26268005371094,0.3083879053592682,0.0
279662,0,192.36241149902344,-86.26268005371094,0.23652930557727814,0.0
279663,0,192.36241149902344,-86.26268005371094,0.15856479108333588,0.0
279664,0,192.36241149902344,-86.26268005371094,0.07449592649936676,0.0
279665,0,192.36241149902344,-86.26268005371094,-0.0014325713273137808,6.900729435897235e-08
279666,0,192.36241149902344,-86.26268005371094,-0.04976116120815277,2.0477962025128043e-07
279667,0,192.36241149902344,-86.26268005371094,-0.0790141299366951,5.2401220637746185e-08
279668,0,192.36241149902344,-86.26268005371094,-0.09499464184045792,8.289206274071313e-08
279669,0,192.36241149902344,-86.26268005371094,-0.09607665985822678,0.0018441194295712778
279670,0,192.36241149902344,-86.2625503540039,-0.0936003252863884,0.006453135664835859
279671,0,192.36244201660156,-86.26248168945312,-0.08894706517457962,0.002674546425429869
279672,0,192.36244201660156,-86.26243591308594,-0.08312385529279709,0.0007302808496166675
279673,0,192.36244201660156,-86.2624282836914,-0.07681388407945633,0.0002657570471697044
279674,0,192.36245727539062,-86.26243591308594,-0.07046787440776825,0.0007196560487363574
279675,0,192.36245727539062,-86.26245880126953,-0.06437091529369354,0.0009067320383285778
279676,0,192.36244201660156,-86.26248168945312,-0.05869167298078537,0.0009508672745463788
279677,0,192.36244201660156,-86.26250457763672,-0.05351840704679489,0.0009217157297580365
279678,0,192.36241149902344,-86.26252746582031,-0.04888511449098587,0.000858268390752842
279679,0,192.36241149902344,-86.26255798339844,-0.04478984698653221,0.000780894681358814
279680,0,192.36244201660156,-86.2625732421875,-0.041208572685718536,0.0007000528127660686
279681,0,192.36245727539062,-86.2625961303711,-0.0381040945649147,0.00062183087213167
279682,0,192.36245727539062,-86.26261901855469,-0.03543254733085632,0.0005491556356481789
279683,0,192.3624725341797,-86.26263427734375,-0.03314792737364769,0.0004832361289597922
279684,0,192.3625030517578,-86.26264190673828,-0.031204603612422943,0.0004239243715608044
279685,0,192.3625030517578,-86.26265716552734,-0.029559249058365822,0.0003710886178531073
279686,0,192.3625030517578,-86.26266479492188,-0.028171919286251068,0.00032413775116216427
279687,0,192.36251831054688,-86.2626724243164,-0.027006415650248528,0.00028318604494940444
279688,0,192.36251831054688,-86.26268005371094,-0.026030387729406357,0.0002473398466582277
279689,0,192.36251831054688,-86.2626953125,-0.02521541528403759,0.00021573586309338153
279690,0,192.36253356933594,-86.2626953125,-0.0245367418974638,0.00018764252314209585
279691,0,192.36253356933594,-86.26270294189453,-0.023972854018211365,0.00016328807373110684
279692,0,192.36253356933594,-86.26270294189453,-0.0235054399818182,0.00014214627997167375
279693,0,192.36253356933594,-86.26271057128906,-0.02311866730451584,0.00012359379065199827
279694,0,192.36253356933594,-86.26271057128906,-0.022799300029873848,0.00010753440342110706
279695,0,192.362548828125,-86.26271057128906,-0.022536009550094604,9.392703603657868e-05
279696,0,192.362548828125,-86.26271057128906,-0.02231922186911106,8.167581719014835e-05
279697,0,192.362548828125,-86.26272583007812,-0.022141074761748314,7.102956238209936e-05
279698,0,192.362548828125,-86.26272583007812,-0.021994896233081818,6.172947753041169e-05
279699,0,192.362548828125,-86.26272583007812,-0.02187499962747097,5.377230549437556e-05
279700,0,192.362548828125,-86.26272583007812,-0.02177680842578411,4.6728805510876165e-05
279701,0,192.362548828125,-86.26272583007812,-0.02169654704630375,4.0439704955199986e-05
279702,0,192.362548828125,-86.26272583007812,-0.02163093537092209,3.51805222233911e-05
279703,0,192.362548828125,-86.26272583007812,-0.021577414125204086,3.0753535047867714e-05
279704,0,192.362548828125,-86.26272583007812,-0.021577414125204086,0.0
279705,0,192.362548828125,-86.26272583007812,-0.021541861817240715,3.364799111519991e-06
279706,0,192.362548828125,-86.26272583007812,-0.021525496616959572,2.8882821594153317e-06
279707,0,192.362548828125,-86.26272583007812,-0.02150745317339897,2.9727297291558673e-06
279708,0,192.362548828125,-86.26272583007812,-0.02148921974003315,2.778854916134017e-06
279709,0,192.362548828125,-86.26272583007812,-0.021471481770277023,2.593460275364872e-06
279710,0,192.362548828125,-86.26272583007812,-0.021454887464642525,2.3145192297548688e-06
279711,0,192.362548828125,-86.26272583007812,-0.021439742296934128,2.1251020481218025e-06
279712,0,192.362548828125,-86.26272583007812,-0.021426161751151085,1.9046857473674243e-06
279713,0,192.362548828125,-86.26272583007812,-0.02141410857439041,1.630825379934697e-06
279714,0,192.362548828125,-86.26272583007812,-0.02140357904136181,1.3320756209139936e-06
279715,0,192.362548828125,-86.26272583007812,-0.02139442414045334,1.2278949545949731e-06
279716,0,192.362548828125,-86.26272583007812,-0.021386565640568733,1.1261527576898969e-06
279717,0,192.362548828125,-86.26272583007812,-0.02137981355190277,8.998860104579874e-07
279718,0,192.362548828125,-86.26272583007812,-0.02137405425310135,8.044653580507134e-07
279719,0,192.362548828125,-86.26273345947266,-0.021369170397520065,7.008589832625118e-07
279720,0,192.362548828125,-86.26273345947266,-0.021365126594901085,6.255905848468773e-07
279721,0,192.362548828125,-86.26273345947266,-0.021365126594901085,0.0
279722,0,192.362548828125,-86.26273345947266,-0.021362189203500748,3.6931071502636423e-07
279723,0,192.362548828125,-86.26273345947266,-0.021360816434025764,3.8263359171692173e-07
279724,0,192.362548828125,-86.26273345947266,-0.021359214559197426,3.5492120432612423e-07
279725,0,192.362548828125,-86.26273345947266,-0.021357573568820953,3.01968343518841e-07
279726,0,192.362548828125,-86.26273345947266,-0.021356048062443733,3.3147624590494066e-07
279727,0,192.362548828125,-86.26273345947266,-0.021354559808969498,2.2458782043659576e-07
279728,0,192.362548828125,-86.26273345947266,-0.021353187039494514,2.5592341030976557e-07
279729,0,192.362548828125,-86.26273345947266,-0.021352004259824753,1.715145228920903e-07
279730,0,192.362548828125,-86.26273345947266,-0.021350974217057228,2.804369400121608e-07
279731,0,192.362548828125,-86.26273345947266,-0.021350974217057228,1.9674152823260325e-07
279732,0,192.362548828125,-86.26273345947266,-0.021349182352423668,1.5315750905111782e-07
279733,0,192.362548828125,-86.26273345947266,-0.021349182352423668,1.045232226643837e-07
279734,0,192.362548828125,-86.26273345947266,-0.021347884088754654,1.7370460450121388e-07
279735,0,192.362548828125,-86.26273345947266,-0.021347884088754654,5.858947981962781e-08
279736,0,192.362548828125,-86.26273345947266,-0.021347884088754654,7.795706358962912e-08
279737,0,192.362548828125,-86.26273345947266,-0.021346474066376686,4.643350405786097e-08
279738,0,192.362548828125,-86.26273345947266,-0.021346474066376686,0.0
279739,0,192.362548828125,-86.26273345947266,-0.021346474066376686,7.482872097786902e-08
