ts,agent_id,throttle,steer,brake
6656852,0,0.8999999761581421,0.004130261484533548,0.0
6656853,0,0.8999999761581421,-0.011151143349707127,0.0
6656854,0,0.8999999761581421,0.0023540197871625423,0.0
6656855,0,0.8999999761581421,0.0018264526734128594,0.0
6656856,0,0.8999999761581421,0.0015743825351819396,0.0
6656857,0,0.8999999761581421,0.002511334605515003,0.0
6656858,0,0.8999999761581421,0.002835442079231143,0.0
6656859,0,0.8999999761581421,0.0030198339372873306,0.0
6656860,0,0.8999999761581421,0.0028893128037452698,0.0
6656861,0,0.8999999761581421,0.002995355287566781,0.0
6656862,0,0.8999999761581421,0.0029502741526812315,0.0
6656863,0,0.8999999761581421,0.002912151161581278,0.0
6656864,0,0.8999999761581421,0.0029632647056132555,0.0
6656865,0,0.8999999761581421,0.0026386708486825228,0.0
6656866,0,0.8999999761581421,0.0021999201271682978,0.0
6656867,0,0.8999999761581421,0.002216904191300273,0.0
6656868,0,0.8999999761581421,0.0019471111008897424,0.0
6656869,0,0.8999999761581421,0.0018782949773594737,0.0
6656870,0,0.8999999761581421,0.0015899864956736565,0.0
6656871,0,0.8999999761581421,0.0013217758387327194,0.0
6656872,0,0.8999999761581421,0.00153239700011909,0.0
6656873,0,0.8999999761581421,0.0014110368210822344,0.0
6656874,0,0.8999999761581421,0.001394761959090829,0.0
6656875,0,0.8999999761581421,0.001191820832900703,0.0
6656876,0,0.8999999761581421,0.0014286570949479938,0.0
6656877,0,0.8999999761581421,0.0011933764908462763,0.0
6656878,0,0.8999999761581421,0.0009465030743740499,0.0
6656879,0,0.8999999761581421,0.001199895516037941,0.0
6656880,0,0.8999999761581421,0.0012699129292741418,0.0
6656881,0,0.8999999761581421,0.0011850516311824322,0.0
6656882,0,0.8999999761581421,0.0011863132240250707,0.0
6656883,0,0.8999999761581421,0.00128429033793509,0.0
6656884,0,0.8999999761581421,0.0014732398558408022,0.0
6656885,0,0.8999999761581421,0.001202120678499341,0.0
6656886,0,0.8999999761581421,0.0013910802081227303,0.0
6656887,0,0.8999999761581421,0.0018122077453881502,0.0
6656888,0,0.8999999761581421,0.0016715537058189511,0.0
6656889,0,0.8999999761581421,0.0015633772127330303,0.0
6656890,0,0.8999999761581421,0.0016349173383787274,0.0
6656891,0,0.8999999761581421,0.001438210136257112,0.0
6656892,0,0.8999999761581421,0.001845690654590726,0.0
6656893,0,0.8999999761581421,0.001523271668702364,0.0
6656894,0,0.8999999761581421,0.0013258877443149686,0.0
6656895,0,0.8999999761581421,0.001950158504769206,0.0
6656896,0,0.8999999761581421,0.0017208021599799395,0.0
6656897,0,0.8999999761581421,0.001682063564658165,0.0
6656898,0,0.8999999761581421,0.0015658607007935643,0.0
6656899,0,0.8999999761581421,0.0019153514876961708,0.0
