ts,agent_id,cvip,cvip_x,cvip_y,cvip_z
208856,0,500.4972605845737,198.76744079589844,-95.83265686035156,-499.7887268066406
208857,0,5.598742095291904,195.56744384765625,-90.83265686035156,0.09999999403953552
208858,0,5.595579577743216,195.56744384765625,-90.83265686035156,0.09540698677301407
208859,0,5.592743890511593,195.56744384765625,-90.83265686035156,0.08469131588935852
208860,0,5.59023529486804,195.56744384765625,-90.83265686035156,0.06785445660352707
208861,0,5.588053983544114,195.56744384765625,-90.83265686035156,0.044897954910993576
208862,0,5.586200094770665,195.56744384765625,-90.83265686035156,0.015823325142264366
208863,0,5.584509207575847,195.56744384765625,-90.83265686035156,-0.014127769507467747
208864,0,5.5829149436124,195.56744384765625,-90.83265686035156,-0.03513481095433235
208865,0,5.582047966132212,195.56744384765625,-90.83265686035156,-0.049797095358371735
208866,0,5.581847528920874,195.56744384765625,-90.83265686035156,-0.05983424931764603
208867,0,5.58185240551233,195.56744384765625,-90.83265686035156,-0.0665278211236
208868,0,5.581890754126097,195.56744384765625,-90.83265686035156,-0.07082809507846832
208869,0,5.581884355157321,195.56744384765625,-90.83265686035156,-0.07343631237745285
208870,0,5.581976064788675,195.56744384765625,-90.83265686035156,-0.0748666375875473
208871,0,5.581999536903457,195.56744384765625,-90.83265686035156,-0.07549343258142471
208872,0,5.58201339806422,195.56744384765625,-90.83265686035156,-0.07558700442314148
208873,0,5.5820209973812664,195.56744384765625,-90.83265686035156,-0.0753403827548027
208874,0,5.582001300407201,195.56744384765625,-90.83265686035156,-0.0748899057507515
208875,0,5.581995940284157,195.56744384765625,-90.83265686035156,-0.07433009892702103
208876,0,5.581997321978061,195.56744384765625,-90.83265686035156,-0.07372523844242096
208877,0,5.581986500511774,195.56744384765625,-90.83265686035156,-0.07311782985925674
208878,0,5.582007219955433,195.56744384765625,-90.83265686035156,-0.07253467291593552
208879,0,5.581998414994762,195.56744384765625,-90.83265686035156,-0.0719916895031929
208880,0,5.581978049471107,195.56744384765625,-90.83265686035156,-0.07149719446897507
208881,0,5.581971872843268,195.56744384765625,-90.83265686035156,-0.07105433940887451
208882,0,5.581967059393484,195.56744384765625,-90.83265686035156,-0.0706629529595375
208883,0,5.5819584029004625,195.56744384765625,-90.83265686035156,-0.07032070308923721
208884,0,5.581939596918798,195.56744384765625,-90.83265686035156,-0.0700240284204483
208885,0,5.5819431901504455,195.56744384765625,-90.83265686035156,-0.06976871192455292
208886,0,5.581945487260785,195.56744384765625,-90.83265686035156,-0.06955035775899887
208887,0,5.581937829209169,195.56744384765625,-90.83265686035156,-0.06936465948820114
208888,0,5.5819316104359125,195.56744384765625,-90.83265686035156,-0.06920742243528366
208889,0,5.581930684459776,195.56744384765625,-90.83265686035156,-0.06907489895820618
208890,0,5.581926410256847,195.56744384765625,-90.83265686035156,-0.06896354258060455
208891,0,5.581923929556166,195.56744384765625,-90.83265686035156,-0.06887031346559525
208892,0,5.58192707680057,195.56744384765625,-90.83265686035156,-0.06879245489835739
208893,0,5.58191720577609,195.56744384765625,-90.83265686035156,-0.06872764229774475
208894,0,5.581919381185211,195.56744384765625,-90.83265686035156,-0.06867378205060959
208895,0,5.581912421865857,195.56744384765625,-90.83265686035156,-0.068629190325737
208896,0,5.581913909948692,195.56744384765625,-90.83265686035156,-0.06859225779771805
208897,0,5.581908889886157,195.56744384765625,-90.83265686035156,-0.06856178492307663
208898,0,5.581909898423447,195.56744384765625,-90.83265686035156,-0.0685366839170456
208899,0,5.581910726608829,195.56744384765625,-90.83265686035156,-0.06851600855588913
208900,0,5.581911405468695,195.56744384765625,-90.83265686035156,-0.06849899142980576
208901,0,5.581911960803779,195.56744384765625,-90.83265686035156,-0.06848502904176712
208902,0,5.581912415420586,195.56744384765625,-90.83265686035156,-0.06847362220287323
208903,0,5.581912786333286,195.56744384765625,-90.83265686035156,-0.0684642419219017
208904,0,5.581912722253228,195.56744384765625,-90.83265686035156,-0.06845661252737045
208905,0,5.581912968038773,195.56744384765625,-90.83265686035156,-0.06845035403966904
208906,0,5.581913062938886,195.56744384765625,-90.83265686035156,-0.06844528019428253
208907,0,5.581913179677616,195.56744384765625,-90.83265686035156,-0.06844112277030945
208908,0,5.581913305082985,195.56744384765625,-90.83265686035156,-0.06843772530555725
208909,0,5.581913430590875,195.56744384765625,-90.83265686035156,-0.06843498349189758
208910,0,5.581913551294674,195.56744384765625,-90.83265686035156,-0.06843273341655731
208911,0,5.581913663661787,195.56744384765625,-90.83265686035156,-0.06843093782663345
208912,0,5.581913765771541,195.56744384765625,-90.83265686035156,-0.06842948496341705
208913,0,5.581913857051197,195.56744384765625,-90.83265686035156,-0.06842827051877975
208914,0,5.581913945747049,195.56744384765625,-90.83265686035156,-0.06842827051877975
208915,0,5.581914022565887,195.56744384765625,-90.83265686035156,-0.06842827051877975
208916,0,5.581914089415885,195.56744384765625,-90.83265686035156,-0.06842827051877975
208917,0,5.581914146009396,195.56744384765625,-90.83265686035156,-0.06842827051877975
208918,0,5.581914194555952,195.56744384765625,-90.83265686035156,-0.06842827051877975
208919,0,5.581907989530288,195.56744384765625,-90.83265686035156,-0.06842827051877975
208920,0,5.581908023623629,195.56744384765625,-90.83265686035156,-0.06842827051877975
208921,0,5.581908023623629,195.56744384765625,-90.83265686035156,-0.06842827051877975
208922,0,5.581908048060823,195.56744384765625,-90.83265686035156,-0.06842827051877975
208923,0,5.581908059636035,195.56744384765625,-90.83265686035156,-0.06842827051877975
208924,0,5.581908073473333,195.56744384765625,-90.83265686035156,-0.06842827051877975
208925,0,5.581908087311112,195.56744384765625,-90.83265686035156,-0.06842827051877975
208926,0,5.58190810048965,195.56744384765625,-90.83265686035156,-0.06842827051877975
208927,0,5.5819081127261345,195.56744384765625,-90.83265686035156,-0.06842827051877975
208928,0,5.581908124617405,195.56744384765625,-90.83265686035156,-0.06842827051877975
208929,0,5.581908134592523,195.56744384765625,-90.83265686035156,-0.06842827051877975
208930,0,5.581908143279721,195.56744384765625,-90.83265686035156,-0.06842827051877975
208931,0,5.581908143279721,195.56744384765625,-90.83265686035156,-0.06842827051877975
208932,0,5.581908158078241,195.56744384765625,-90.83265686035156,-0.06842827051877975
208933,0,5.581908158078241,195.56744384765625,-90.83265686035156,-0.06842827051877975
208934,0,5.581908169028244,195.56744384765625,-90.83265686035156,-0.06842827051877975
208935,0,5.581908169028244,195.56744384765625,-90.83265686035156,-0.06842827051877975
208936,0,5.581908169028244,195.56744384765625,-90.83265686035156,-0.06842827051877975
208937,0,5.581908180606983,195.56744384765625,-90.83265686035156,-0.06842827051877975
208938,0,5.581908180606983,195.56744384765625,-90.83265686035156,-0.06842827051877975
208939,0,5.581908180606983,195.56744384765625,-90.83265686035156,-0.06842827051877975
208940,0,5.581908180606983,195.56744384765625,-90.83265686035156,-0.06842827051877975
208941,0,5.581908180606983,195.56744384765625,-90.83265686035156,-0.06842827051877975
208942,0,5.581908180606983,195.56744384765625,-90.83265686035156,-0.06842827051877975
208943,0,5.581908180606983,195.56744384765625,-90.83265686035156,-0.06842827051877975
208944,0,5.581908180606983,195.56744384765625,-90.83265686035156,-0.06842827051877975
208945,0,5.581908180606983,195.56744384765625,-90.83265686035156,-0.06842827051877975
208946,0,5.581908189939347,195.56744384765625,-90.83265686035156,-0.06842827051877975
208947,0,5.581908189939347,195.56744384765625,-90.83265686035156,-0.06842827051877975
208948,0,5.581908189939347,195.56744384765625,-90.83265686035156,-0.06842827051877975
208949,0,5.581908189939347,195.56744384765625,-90.83265686035156,-0.06842827051877975
208950,0,5.581908189939347,195.56744384765625,-90.83265686035156,-0.06842827051877975
208951,0,5.581920695535058,195.56744384765625,-90.83265686035156,-0.06842827051877975
208952,0,5.586867725456871,195.56744384765625,-90.83263397216797,-0.06842754036188126
208953,0,5.592060656911361,195.5674591064453,-90.82513427734375,-0.0684823989868164
208954,0,5.595579976592819,195.5675506591797,-90.80806732177734,-0.06856979429721832
208955,0,5.597592965037257,195.56773376464844,-90.78189849853516,-0.0686664953827858
