ts,agent_id,x,y,z,v
8240985,0,192.36241149902344,-86.26268005371094,0.5760391354560852,0.0
8240986,0,192.36241149902344,-86.26268005371094,0.5347328782081604,0.0
8240987,0,192.36241149902344,-86.26268005371094,0.4873131513595581,0.0
8240988,0,192.36241149902344,-86.26268005371094,0.43378135561943054,0.0
8240989,0,192.36241149902344,-86.26268005371094,0.37413910031318665,0.0
8240990,0,192.36241149902344,-86.26268005371094,0.3083879053592682,0.0
8240991,0,192.36241149902344,-86.26268005371094,0.23652930557727814,0.0
8240992,0,192.36241149902344,-86.26268005371094,0.15856479108333588,0.0
8240993,0,192.36241149902344,-86.26268005371094,0.07449592649936676,0.0
8240994,0,192.36241149902344,-86.26268005371094,-0.0014325713273137808,6.898531553649832e-08
8240995,0,192.36241149902344,-86.26268005371094,-0.04976116120815277,2.0478451374786005e-07
8240996,0,192.36241149902344,-86.26268005371094,-0.0790141299366951,5.240006956595535e-08
8240997,0,192.36241149902344,-86.26268005371094,-0.09499464184045792,8.289091113536806e-08
8240998,0,192.36241149902344,-86.26268005371094,-0.09607665985822678,0.0018440258397909063
8240999,0,192.36241149902344,-86.2625503540039,-0.09360036998987198,0.006438534950672345
8241000,0,192.36244201660156,-86.26248168945312,-0.08894706517457962,0.0026681430596372027
8241001,0,192.36244201660156,-86.26243591308594,-0.08312385529279709,0.0007279699845259929
8241002,0,192.36244201660156,-86.2624282836914,-0.07681388407945633,0.00026665069038454744
8241003,0,192.36245727539062,-86.26243591308594,-0.07046787440776825,0.0007198901456558657
8241004,0,192.36245727539062,-86.26245880126953,-0.06437091529369354,0.0009070032556417256
8241005,0,192.36244201660156,-86.26248168945312,-0.05869167298078537,0.0009509690682848148
8241006,0,192.36244201660156,-86.26250457763672,-0.05351840704679489,0.0009218327525861315
8241007,0,192.36241149902344,-86.26252746582031,-0.04888515546917915,0.0008582448281657115
8241008,0,192.36241149902344,-86.26255798339844,-0.04478984698653221,0.0007808934473176091
8241009,0,192.36244201660156,-86.2625732421875,-0.041208572685718536,0.0007001039720226702
8241010,0,192.36245727539062,-86.2625961303711,-0.0381040945649147,0.0006219060307630338
8241011,0,192.36245727539062,-86.26261901855469,-0.03543254733085632,0.0005492379820652699
8241012,0,192.3624725341797,-86.26263427734375,-0.03314792737364769,0.0004832810022742512
8241013,0,192.3625030517578,-86.26264190673828,-0.031204603612422943,0.0004235898558307499
8241014,0,192.3625030517578,-86.26265716552734,-0.029559288173913956,0.0003712525898660615
8241015,0,192.3625030517578,-86.26266479492188,-0.028171958401799202,0.000323984920178076
8241016,0,192.36251831054688,-86.2626724243164,-0.02700645476579666,0.0002829789874800752
8241017,0,192.36251831054688,-86.26268005371094,-0.026030387729406357,0.00024679598087621305
8241018,0,192.36251831054688,-86.2626953125,-0.025215454399585724,0.0002152313190831888
8241019,0,192.36253356933594,-86.2626953125,-0.024536781013011932,0.00018740596061518413
8241020,0,192.36253356933594,-86.26270294189453,-0.0239728931337595,0.0001630374163069214
8241021,0,192.36253356933594,-86.26270294189453,-0.023505477234721184,0.00014206009213257423
8241022,0,192.36253356933594,-86.26271057128906,-0.023118704557418823,0.00012344307667619696
8241023,0,192.36253356933594,-86.26271057128906,-0.022799339145421982,0.00010745396183986322
8241024,0,192.362548828125,-86.26271057128906,-0.02253604866564274,9.378599240494956e-05
8241025,0,192.362548828125,-86.26271057128906,-0.022319259122014046,8.162994991238939e-05
8241026,0,192.362548828125,-86.26272583007812,-0.022141074761748314,7.096362904108434e-05
8241027,0,192.362548828125,-86.26272583007812,-0.0219948198646307,6.1364247912638e-05
8241028,0,192.362548828125,-86.26272583007812,-0.02187499962747097,5.363573694061605e-05
8241029,0,192.362548828125,-86.26272583007812,-0.02177680842578411,4.6694809555497383e-05
8241030,0,192.362548828125,-86.26272583007812,-0.02169654704630375,4.0547437494311344e-05
8241031,0,192.362548828125,-86.26272583007812,-0.02163093537092209,3.545953533462981e-05
8241032,0,192.362548828125,-86.26272583007812,-0.0215773768723011,3.083687734686944e-05
8241033,0,192.362548828125,-86.26272583007812,-0.0215773768723011,0.0
8241034,0,192.362548828125,-86.26272583007812,-0.021541861817240715,3.365486836761512e-06
8241035,0,192.362548828125,-86.26272583007812,-0.021525496616959572,2.9513739489207805e-06
8241036,0,192.362548828125,-86.26272583007812,-0.02150745317339897,2.9620964064457857e-06
8241037,0,192.362548828125,-86.26272583007812,-0.021489180624485016,2.8395331007526255e-06
8241038,0,192.362548828125,-86.26272583007812,-0.021471481770277023,2.6024823260792705e-06
8241039,0,192.362548828125,-86.26272583007812,-0.021454887464642525,2.3191650439418254e-06
8241040,0,192.362548828125,-86.26272583007812,-0.021439742296934128,2.1106764861466748e-06
8241041,0,192.362548828125,-86.26272583007812,-0.021426161751151085,1.909681919653183e-06
8241042,0,192.362548828125,-86.26272583007812,-0.02141410857439041,1.6346495602108921e-06
8241043,0,192.362548828125,-86.26272583007812,-0.02140357904136181,1.3520287974535316e-06
8241044,0,192.362548828125,-86.26272583007812,-0.02139442414045334,1.2086610343255186e-06
8241045,0,192.362548828125,-86.26272583007812,-0.021386565640568733,1.0753415700197953e-06
8241046,0,192.362548828125,-86.26272583007812,-0.02137981355190277,8.988048899770275e-07
8241047,0,192.362548828125,-86.26273345947266,-0.021374015137553215,7.691910226252302e-07
8241048,0,192.362548828125,-86.26273345947266,-0.021369170397520065,7.048659238037944e-07
8241049,0,192.362548828125,-86.26273345947266,-0.021365050226449966,5.700311507927252e-07
8241050,0,192.362548828125,-86.26273345947266,-0.021365050226449966,0.0
