ts,agent_id,throttle,steer,brake
332144,0,0.8999999761581421,0.004990306217223406,0.0
332145,0,0.8999999761581421,0.0029362027999013662,0.0
332146,0,0.8999999761581421,0.0023259150329977274,0.0
332147,0,0.8999999761581421,0.002986718202009797,0.0
332148,0,0.8999999761581421,0.002711244858801365,0.0
332149,0,0.8999999761581421,0.002901304280385375,0.0
332150,0,0.8999999761581421,0.0027771450113505125,0.0
332151,0,0.8999999761581421,0.0028430274687707424,0.0
332152,0,0.8999999761581421,0.003036980051547289,0.0
332153,0,0.8999999761581421,0.002778752939775586,0.0
332154,0,0.8999999761581421,0.0023854728788137436,0.0
332155,0,0.8999999761581421,0.0018102310132235289,0.0
332156,0,0.8999999761581421,0.001984616508707404,0.0
332157,0,0.8999999761581421,0.0018551441607996821,0.0
332158,0,0.8999999761581421,0.001937096007168293,0.0
332159,0,0.8999999761581421,0.0019060209160670638,0.0
332160,0,0.8999999761581421,0.00195478368550539,0.0
332161,0,0.8999999761581421,0.0018113107653334737,0.0
332162,0,0.8999999761581421,0.0016025668010115623,0.0
332163,0,0.8999999761581421,0.0016330303624272346,0.0
332164,0,0.8999999761581421,0.0015980151947587729,0.0
332165,0,0.8999999761581421,0.0016429672250524163,0.0
332166,0,0.8999999761581421,0.001652721082791686,0.0
332167,0,0.8999999761581421,0.0019441021140664816,0.0
332168,0,0.8999999761581421,0.00197402061894536,0.0
332169,0,0.8999999761581421,0.0019875895231962204,0.0
332170,0,0.8999999761581421,0.001880359253846109,0.0
332171,0,0.8999999761581421,0.001991029130294919,0.0
332172,0,0.8999999761581421,0.001987854018807411,0.0
332173,0,0.8999999761581421,0.0019872216507792473,0.0
332174,0,0.8999999761581421,0.002085369545966387,0.0
332175,0,0.8999999761581421,0.0021442852448672056,0.0
332176,0,0.8999999761581421,0.002271909499540925,0.0
332177,0,0.8999999761581421,0.002043726621195674,0.0
332178,0,0.8999999761581421,0.002108302665874362,0.0
332179,0,0.8999999761581421,0.0021356684155762196,0.0
332180,0,0.8999999761581421,0.002116604708135128,0.0
332181,0,0.8999999761581421,0.0021654129959642887,0.0
332182,0,0.8999999761581421,0.002114922972396016,0.0
332183,0,0.8999999761581421,0.0022349460050463676,0.0
332184,0,0.8999999761581421,0.0023804176598787308,0.0
332185,0,0.8999999761581421,0.0021881109569221735,0.0
332186,0,0.8999999761581421,0.0021713085006922483,0.0
332187,0,0.8999999761581421,0.0021833155769854784,0.0
332188,0,0.8999999761581421,0.0022749537602066994,0.0
332189,0,0.8999999761581421,0.0023011418525129557,0.0
332190,0,0.8999999761581421,0.00233738892711699,0.0
332191,0,0.8999999761581421,0.002253003418445587,0.0
332192,0,0.8999999761581421,0.0022649476304650307,0.0
332193,0,0.8999999761581421,0.0022427935618907213,0.0
332194,0,0.8999999761581421,0.0022833109833300114,0.0
332195,0,0.8999999761581421,0.0022112836595624685,0.0
332196,0,0.8999999761581421,0.0021796543151140213,0.0
332197,0,0.8999999761581421,0.002155858092010021,0.0
332198,0,0.8999999761581421,0.0021272224839776754,0.0
332199,0,0.8999999761581421,0.002232265193015337,0.0
332200,0,0.8999999761581421,0.002208044985309243,0.0
332201,0,0.8999999761581421,0.0021024318411946297,0.0
332202,0,0.8999999761581421,0.002168942242860794,0.0
332203,0,0.8999999761581421,0.0021529311779886484,0.0
332204,0,0.8999999761581421,0.0021920055150985718,0.0
332205,0,0.8999999761581421,0.0021271102596074343,0.0
332206,0,0.8999999761581421,0.0021072998642921448,0.0
332207,0,0.8999999761581421,0.0022553326562047005,0.0
332208,0,0.8999999761581421,0.0023507503792643547,0.0
332209,0,0.8999999761581421,0.002277422696352005,0.0
332210,0,0.8999999761581421,0.0022957134060561657,0.0
332211,0,0.8999999761581421,0.002273068530485034,0.0
332212,0,0.8999999761581421,0.0023309614043682814,0.0
332213,0,0.8999999761581421,0.002225654199719429,0.0
332214,0,0.8999999761581421,0.0022334675304591656,0.0
332215,0,0.8999999761581421,0.002275315346196294,0.0
332216,0,0.8999999761581421,0.0023815957829356194,0.0
332217,0,0.8999999761581421,0.0023504900746047497,0.0
332218,0,0.8999999761581421,0.002332482486963272,0.0
332219,0,0.8999999761581421,0.0023006268311291933,0.0
332220,0,0.8999999761581421,0.0023788155522197485,0.0
332221,0,0.8999999761581421,0.002364453626796603,0.0
332222,0,0.8999999761581421,0.002415806520730257,0.0
332223,0,0.8999999761581421,0.0024393408093601465,0.0
332224,0,0.8999999761581421,0.0026415842585265636,0.0
332225,0,0.8999999761581421,0.0025304898153990507,0.0
332226,0,0.8999999761581421,0.002496233442798257,0.0
332227,0,0.8999999761581421,0.0024423005525022745,0.0
332228,0,0.8999999761581421,0.0025486794766038656,0.0
332229,0,0.8999999761581421,0.002352579031139612,0.0
332230,0,0.8999999761581421,0.00243754661642015,0.0
332231,0,0.8999999761581421,0.0025573507882654667,0.0
332232,0,0.8999999761581421,0.0026580023113638163,0.0
332233,0,0.8999999761581421,0.002483345801010728,0.0
332234,0,0.8999999761581421,0.002487008459866047,0.0
332235,0,0.8999999761581421,0.0024791096802800894,0.0
332236,0,0.8999999761581421,0.002412119647487998,0.0
332237,0,0.8999999761581421,0.0023340790066868067,0.0
332238,0,0.8999999761581421,0.0024007929023355246,0.0
332239,0,0.8999999761581421,0.0025510941632092,0.0
332240,0,0.8999999761581421,0.002567913383245468,0.0
332241,0,0.8999999761581421,0.002568935276940465,0.0
332242,0,0.8999999761581421,0.002423069439828396,0.0
332243,0,0.8999999761581421,0.002414695220068097,0.0
332244,0,0.8999999761581421,0.002351809060201049,0.0
332245,0,0.8999999761581421,0.0022510311100631952,0.0
332246,0,0.8999999761581421,0.002126266248524189,0.0
332247,0,0.8999999761581421,0.002181484131142497,0.0
332248,0,0.8999999761581421,0.002014088910073042,0.0
332249,0,0.8999999761581421,0.0021769022569060326,0.0
332250,0,0.8999999761581421,0.002425871090963483,0.0
332251,0,0.8999999761581421,0.0024068006314337254,0.0
332252,0,0.8999999761581421,0.002433651825413108,0.0
332253,0,0.8999999761581421,0.002178614027798176,0.0
332254,0,0.8999999761581421,0.002161602722480893,0.0
332255,0,0.8999999761581421,0.002351498929783702,0.0
332256,0,0.8999999761581421,0.002424424048513174,0.0
332257,0,0.8999999761581421,0.0018909107893705368,0.0
332258,0,0.8999999761581421,0.00235517299734056,0.0
332259,0,0.8999999761581421,0.002536133164539933,0.0
332260,0,0.8999999761581421,0.002213632920756936,0.0
332261,0,0.8999999761581421,0.0019843834452331066,0.0
332262,0,0.8999999761581421,0.0021019054111093283,0.0
332263,0,0.8999999761581421,0.0021141953766345978,0.0
332264,0,0.8999999761581421,0.0020769310649484396,0.0
332265,0,0.8999999761581421,0.002227343153208494,0.0
332266,0,0.8999999761581421,0.0018913035746663809,0.0
332267,0,0.8999999761581421,0.00139416113961488,0.0
332268,0,0.8999999761581421,0.0008079459075815976,0.0
332269,0,0.8999999761581421,0.0004047555848956108,0.0
332270,0,0.8999999761581421,0.0007612943300046027,0.0
332271,0,0.8999999761581421,0.00017482864495832473,0.0
332272,0,0.8999999761581421,0.0005779151106253266,0.0
332273,0,0.8999999761581421,0.0006677875644527376,0.0
332274,0,0.8999999761581421,0.0009643046068958938,0.0
332275,0,0.8999999761581421,0.0009367390885017812,0.0
332276,0,0.8999999761581421,0.0009445013129152358,0.0
332277,0,0.8999999761581421,0.00129420415032655,0.0
332278,0,0.8999999761581421,0.0015066714258864522,0.0
332279,0,0.8999999761581421,0.0023204898461699486,0.0
332280,0,0.8999999761581421,0.0012281135423108935,0.0
332281,0,0.8999999761581421,0.0019067155662924051,0.0
332282,0,0.8999999761581421,0.0007910056156106293,0.0
332283,0,0.8999999761581421,0.0016137403436005116,0.0
332284,0,0.8999999761581421,0.0015651676803827286,0.0
332285,0,0.8999999761581421,0.0012548266677185893,0.0
332286,0,0.8999999761581421,0.0011723863426595926,0.0
332287,0,0.8999999761581421,0.0017325258813798428,0.0
332288,0,0.8999999761581421,0.0027696131728589535,0.0
332289,0,0.8999999761581421,0.0008970955386757851,0.0
332290,0,0.8999999761581421,0.0016807174542918801,0.0
332291,0,0.8999999761581421,0.0025570534635335207,0.0
332292,0,0.8999999761581421,0.001890856772661209,0.0
332293,0,0.8999999761581421,0.0019169239094480872,0.0
332294,0,0.8999999761581421,0.0017060901736840606,0.0
332295,0,0.8999999761581421,0.0018886284669861197,0.0
332296,0,0.8999999761581421,0.0022522988729178905,0.0
332297,0,0.8999999761581421,0.001944438205100596,0.0
332298,0,0.8999999761581421,0.0018167919479310513,0.0
332299,0,0.8999999761581421,0.001156672602519393,0.0
332300,0,0.8999999761581421,0.0011139924172312021,0.0
332301,0,0.8999999761581421,0.0006560126203112304,0.0
332302,0,0.8999999761581421,0.0005949706537649035,0.0
332303,0,0.8999999761581421,-4.622188498615287e-05,0.0
332304,0,0.8999999761581421,-0.0005329297855496407,0.0
332305,0,0.8999999761581421,-0.0012459602439776063,0.0
332306,0,0.8999999761581421,-0.0012312440667301416,0.0
332307,0,0.8999999761581421,-0.0011969807092100382,0.0
332308,0,0.8999999761581421,-0.002100222045555711,0.0
332309,0,0.8999999761581421,-0.008576268330216408,0.0
332310,0,0.8999999761581421,-0.007590006571263075,0.0
332311,0,0.8999999761581421,-0.003392673097550869,0.0
332312,0,0.8999999761581421,-0.0036508028861135244,0.0
332313,0,0.8999999761581421,-0.0038845804519951344,0.0
332314,0,0.8999999761581421,-0.002998958108946681,0.0
332315,0,0.8999999761581421,-0.0031871895771473646,0.0
332316,0,0.8999999761581421,-0.00401059165596962,0.0
332317,0,0.8999999761581421,-0.0033691118005663157,0.0
332318,0,0.8999999761581421,-0.0022798459976911545,0.0
332319,0,0.8999999761581421,-0.001481961808167398,0.0
332320,0,0.8999999761581421,-0.0008960439590737224,0.0
332321,0,0.8999999761581421,-0.00047862264909781516,0.0
332322,0,0.8999999761581421,-0.0008016507490538061,0.0
332323,0,0.8999999761581421,-0.00045602183672599494,0.0
332324,0,0.8999999761581421,0.0003815912932623178,0.0
332325,0,0.8999999761581421,0.00034950076951645315,0.0
332326,0,0.8999999761581421,0.000702519086189568,0.0
332327,0,0.8999999761581421,0.001938456087373197,0.0
332328,0,0.8999999761581421,0.0019017324084416032,0.0
332329,0,0.8999999761581421,0.0017264669295400381,0.0
332330,0,0.8999999761581421,0.0014513952191919088,0.0
332331,0,0.8780478239059448,0.0010252825450152159,0.0
332332,0,0.8286011815071106,0.0011444593546912074,0.0
332333,0,0.7709105610847473,0.0007760219159536064,0.0
332334,0,0.726487934589386,-0.00016118249914143234,0.0
332335,0,0.6854867339134216,-0.00046568657853640616,0.0
332336,0,0.6265011429786682,-0.00121913047041744,0.0
332337,0,0.5845527648925781,-0.0013278514379635453,0.0
332338,0,0.552690327167511,-0.0011734308209270239,0.0
332339,0,0.5116370320320129,-0.0010355476988479495,0.0
332340,0,0.4612914025783539,-0.0006182601791806519,0.0
332341,0,0.42875537276268005,-0.0015604805666953325,0.0
332342,0,0.4073461592197418,-0.0024813152849674225,0.0
332343,0,0.4002215266227722,-0.004009444732218981,0.0
332344,0,0.3672807812690735,-0.0032091813627630472,0.0
332345,0,0.3361661434173584,-0.0029474657494574785,0.0
332346,0,0.309770405292511,-0.0034744474105536938,0.0
332347,0,0.2984730005264282,-0.003612394677475095,0.0
332348,0,0.2845311760902405,-0.004803791642189026,0.0
332349,0,0.26962512731552124,-0.0054596178233623505,0.0
332350,0,0.2553194463253021,-0.005762939341366291,0.0
332351,0,0.2508959472179413,-0.004487872589379549,0.0
332352,0,0.2600061595439911,-0.004144587088376284,0.0
332353,0,0.2829488217830658,-0.004840692970901728,0.0
332354,0,0.285148948431015,-0.005418781656771898,0.0
332355,0,0.2904469966888428,-0.004934655036777258,0.0
332356,0,0.29212120175361633,-0.0012242516968399286,0.0
332357,0,0.28988853096961975,-0.0005492923664860427,0.0
332358,0,0.29270169138908386,-5.9966216213069856e-05,0.0
332359,0,0.3117128908634186,-7.111934974091128e-05,0.0
332360,0,0.34449300169944763,-0.0007776611601002514,0.0
332361,0,0.36544010043144226,-0.0017393901944160461,0.0
332362,0,0.38390257954597473,-0.0022712924983352423,0.0
