ts,agent_id,x,y,z,v
1360369,0,192.36241149902344,-86.26268005371094,0.5347328782081604,0.0
1360370,0,192.36241149902344,-86.26268005371094,0.4873131513595581,0.0
1360371,0,192.36241149902344,-86.26268005371094,0.43378135561943054,0.0
1360372,0,192.36241149902344,-86.26268005371094,0.37413910031318665,0.0
1360373,0,192.36241149902344,-86.26268005371094,0.3083879053592682,0.0
1360374,0,192.36241149902344,-86.26268005371094,0.23652930557727814,0.0
1360375,0,192.36241149902344,-86.26268005371094,0.15856479108333588,0.0
1360376,0,192.36241149902344,-86.26268005371094,0.07449592649936676,0.0
1360377,0,192.36241149902344,-86.26268005371094,-0.0014325713273137808,6.89867769465564e-08
1360378,0,192.36241149902344,-86.26268005371094,-0.04976116120815277,2.0411830908874206e-07
1360379,0,192.36241149902344,-86.26268005371094,-0.0790141299366951,5.2420858126132726e-08
1360380,0,192.36241149902344,-86.26268005371094,-0.09499464184045792,8.290008968598047e-08
1360381,0,192.36241149902344,-86.26268005371094,-0.09607665985822678,0.0018406014448214575
1360382,0,192.36241149902344,-86.2625503540039,-0.09360036998987198,0.006438294147139164
1360383,0,192.36244201660156,-86.26248168945312,-0.08894706517457962,0.0026675845562156328
1360384,0,192.36244201660156,-86.26243591308594,-0.08312385529279709,0.0007278229956870889
1360385,0,192.36244201660156,-86.2624282836914,-0.07681388407945633,0.0002667827418465921
1360386,0,192.36245727539062,-86.26243591308594,-0.07046787440776825,0.0007199758355887847
1360387,0,192.36245727539062,-86.26245880126953,-0.06437091529369354,0.0009069563101084167
1360388,0,192.36244201660156,-86.26248168945312,-0.05869167298078537,0.0009510184630387216
1360389,0,192.36244201660156,-86.26250457763672,-0.05351836979389191,0.0009218712904691033
1360390,0,192.36241149902344,-86.26252746582031,-0.04888515546917915,0.0008586086917250545
1360391,0,192.36241149902344,-86.26255798339844,-0.04478984698653221,0.0007809554282741304
1360392,0,192.36244201660156,-86.2625732421875,-0.041208572685718536,0.0007001905722177546
1360393,0,192.36245727539062,-86.2625961303711,-0.0381040945649147,0.0006221496504455634
1360394,0,192.36245727539062,-86.26261901855469,-0.03543258458375931,0.0005491379645309381
1360395,0,192.3624725341797,-86.26263427734375,-0.033147964626550674,0.00048328135192155007
1360396,0,192.3625030517578,-86.26264190673828,-0.031204642727971077,0.0004238436821296084
1360397,0,192.3625030517578,-86.26265716552734,-0.029559288173913956,0.0003711207417678704
1360398,0,192.3625030517578,-86.26266479492188,-0.028171958401799202,0.0003240335677126081
1360399,0,192.36251831054688,-86.2626724243164,-0.027006415650248528,0.00028305289177194817
1360400,0,192.36251831054688,-86.26268005371094,-0.026030387729406357,0.0002469046762473961
1360401,0,192.36251831054688,-86.2626953125,-0.025215454399585724,0.00021524516314443397
1360402,0,192.36253356933594,-86.2626953125,-0.0245367418974638,0.000187629042148009
1360403,0,192.36253356933594,-86.26270294189453,-0.023972854018211365,0.00016340955525851757
1360404,0,192.36253356933594,-86.26270294189453,-0.023505400866270065,0.00014220673704873346
1360405,0,192.36253356933594,-86.26271057128906,-0.02311866730451584,0.00012369208179794622
1360406,0,192.36253356933594,-86.26271057128906,-0.022799339145421982,0.00010751026024327991
1360407,0,192.362548828125,-86.26271057128906,-0.022536009550094604,9.36872598725705e-05
1360408,0,192.362548828125,-86.26271057128906,-0.022319259122014046,8.165016376130547e-05
1360409,0,192.362548828125,-86.26272583007812,-0.022141074761748314,7.109405254499529e-05
1360410,0,192.362548828125,-86.26272583007812,-0.021994857117533684,6.183889981202322e-05
1360411,0,192.362548828125,-86.26272583007812,-0.02187499962747097,5.36986288553168e-05
1360412,0,192.362548828125,-86.26272583007812,-0.02177680842578411,4.676312257300678e-05
1360413,0,192.362548828125,-86.26272583007812,-0.02169654704630375,4.046885095725903e-05
1360414,0,192.362548828125,-86.26272583007812,-0.02163093537092209,3.554339020091518e-05
1360415,0,192.362548828125,-86.26272583007812,-0.0215773768723011,3.0598498623144836e-05
1360416,0,192.362548828125,-86.26272583007812,-0.0215773768723011,0.0
1360417,0,192.362548828125,-86.26272583007812,-0.021541861817240715,3.4681081993369096e-06
1360418,0,192.362548828125,-86.26272583007812,-0.021525496616959572,2.9465914378330404e-06
1360419,0,192.362548828125,-86.26272583007812,-0.02150745317339897,2.9700367719659577e-06
1360420,0,192.362548828125,-86.26272583007812,-0.02148914337158203,2.8365138088612123e-06
1360421,0,192.362548828125,-86.26272583007812,-0.021471481770277023,2.599879338238297e-06
1360422,0,192.362548828125,-86.26272583007812,-0.021454887464642525,2.3166258113013384e-06
1360423,0,192.362548828125,-86.26272583007812,-0.021439742296934128,2.1070349555434836e-06
1360424,0,192.362548828125,-86.26272583007812,-0.021426161751151085,1.9057847785933829e-06
1360425,0,192.362548828125,-86.26272583007812,-0.02141410857439041,1.6313922999396984e-06
1360426,0,192.362548828125,-86.26272583007812,-0.02140357904136181,1.4237036191082833e-06
1360427,0,192.362548828125,-86.26272583007812,-0.021394461393356323,1.1690316079385855e-06
1360428,0,192.362548828125,-86.26272583007812,-0.021386565640568733,1.0660159173742813e-06
1360429,0,192.362548828125,-86.26272583007812,-0.02137981355190277,9.530055526960156e-07
1360430,0,192.362548828125,-86.26273345947266,-0.021374015137553215,8.010317826117511e-07
1360431,0,192.362548828125,-86.26273345947266,-0.021369170397520065,6.985103283661053e-07
1360432,0,192.362548828125,-86.26273345947266,-0.021365126594901085,6.130373885792122e-07
1360433,0,192.362548828125,-86.26273345947266,-0.021365126594901085,0.0
1360434,0,192.362548828125,-86.26273345947266,-0.021362189203500748,2.8116231835226983e-07
