ts,agent_id,throttle,steer,brake
7555807,0,0.8999999761581421,-0.007079028058797121,0.0
7555808,0,0.8999999761581421,-0.019586868584156036,0.0
7555809,0,0.8999999761581421,-0.0026570665650069714,0.0
7555810,0,0.8999999761581421,-0.0022800108417868614,0.0
7555811,0,0.8999999761581421,-0.00020195043180137873,0.0
7555812,0,0.8999999761581421,-0.00264186249114573,0.0
7555813,0,0.8999999761581421,0.0010708784684538841,0.0
7555814,0,0.8999999761581421,0.00196631858125329,0.0
7555815,0,0.8999999761581421,0.0017861532978713512,0.0
7555816,0,0.8999999761581421,0.0016452986747026443,0.0
7555817,0,0.8999999761581421,0.0020743536297231913,0.0
7555818,0,0.8999999761581421,0.001627133577130735,0.0
7555819,0,0.8999999761581421,0.0017507353331893682,0.0
7555820,0,0.8999999761581421,0.0017302385531365871,0.0
7555821,0,0.8999999761581421,0.0021187078673392534,0.0
7555822,0,0.8999999761581421,0.002308761700987816,0.0
7555823,0,0.8999999761581421,0.0021601859480142593,0.0
7555824,0,0.8999999761581421,0.002407839521765709,0.0
7555825,0,0.8999999761581421,0.002115802839398384,0.0
7555826,0,0.8999999761581421,0.0020287460647523403,0.0
7555827,0,0.8999999761581421,0.00227696867659688,0.0
7555828,0,0.8999999761581421,0.0022078268229961395,0.0
7555829,0,0.8999999761581421,0.002389234723523259,0.0
7555830,0,0.8999999761581421,0.0025606746785342693,0.0
7555831,0,0.8999999761581421,0.0024487487971782684,0.0
7555832,0,0.8999999761581421,0.002827722579240799,0.0
7555833,0,0.8999999761581421,0.002936724806204438,0.0
7555834,0,0.8999999761581421,0.0032320076134055853,0.0
7555835,0,0.8999999761581421,0.0029715250711888075,0.0
7555836,0,0.8999999761581421,0.0029291161336004734,0.0
7555837,0,0.8999999761581421,0.002667332999408245,0.0
7555838,0,0.8999999761581421,0.0034432420507073402,0.0
7555839,0,0.8999999761581421,0.002782920142635703,0.0
7555840,0,0.8999999761581421,0.003391415346413851,0.0
7555841,0,0.8999999761581421,0.0028882676269859076,0.0
7555842,0,0.8999999761581421,0.00299523351714015,0.0
7555843,0,0.8999999761581421,0.0034132690634578466,0.0
7555844,0,0.8999999761581421,0.0031731261406093836,0.0
7555845,0,0.8999999761581421,0.0031883642077445984,0.0
7555846,0,0.8999999761581421,0.003241861006245017,0.0
7555847,0,0.8999999761581421,0.003475751029327512,0.0
7555848,0,0.8999999761581421,0.004090961534529924,0.0
7555849,0,0.8999999761581421,0.003902920987457037,0.0
7555850,0,0.8999999761581421,0.0037098187021911144,0.0
7555851,0,0.8999999761581421,0.003916293848305941,0.0
7555852,0,0.8999999761581421,0.00411597453057766,0.0
7555853,0,0.8999999761581421,0.0036694039590656757,0.0
7555854,0,0.8999999761581421,0.0038042389787733555,0.0
7555855,0,0.8999999761581421,0.003937861416488886,0.0
7555856,0,0.8999999761581421,0.0042638094164431095,0.0
7555857,0,0.8999999761581421,0.003885141108185053,0.0
7555858,0,0.8999999761581421,0.003726881230250001,0.0
7555859,0,0.8999999761581421,0.004179112613201141,0.0
7555860,0,0.8999999761581421,0.004039820749312639,0.0
7555861,0,0.8999999761581421,0.0015219368506222963,0.0
7555862,0,0.8999999761581421,0.003694759448990226,0.0
7555863,0,0.8999999761581421,0.0035757420118898153,0.0
7555864,0,0.8999999761581421,0.0038997435476630926,0.0
7555865,0,0.8999999761581421,0.003533473238348961,0.0
7555866,0,0.8999999761581421,0.003686652984470129,0.0
7555867,0,0.8999999761581421,0.004010816570371389,0.0
7555868,0,0.8999999761581421,0.0034550128038972616,0.0
7555869,0,0.8999999761581421,0.003541151527315378,0.0
7555870,0,0.8999999761581421,0.003638498717918992,0.0
7555871,0,0.8999999761581421,0.0035977254156023264,0.0
7555872,0,0.8999999761581421,0.003885891055688262,0.0
7555873,0,0.8999999761581421,0.0038101940881460905,0.0
7555874,0,0.8999999761581421,0.0036493658553808928,0.0
7555875,0,0.8999999761581421,0.004239771515130997,0.0
7555876,0,0.8999999761581421,0.0038932589814066887,0.0
7555877,0,0.8999999761581421,0.0030548220966011286,0.0
7555878,0,0.8999999761581421,0.004099371377378702,0.0
7555879,0,0.8999999761581421,0.003857629606500268,0.0
7555880,0,0.8999999761581421,0.004205915145576,0.0
7555881,0,0.8999999761581421,0.004040812607854605,0.0
7555882,0,0.8999999761581421,0.004128997214138508,0.0
